0,1,2,3,4,5,6,7,8,9
Sheriff,"14,620,519","15,271,619","15,271,619",0,"14,920,827","15,271,619","15,271,619","(350,792)",0
Sinking Fund (Debt Service),"173,419,509","187,370,336","172,220,972","15,149,364","189,792,063","187,370,336","173,213,463","16,578,600","14,156,873"
Streets,"35,310,901","33,101,185","33,083,488","17,697","32,161,185","33,101,185","33,101,185","(940,000)",0
Engineering Design & Surveying,"5,509,319","5,760,978","5,453,250","307,728","5,760,978","5,760,978","5,760,978",o,o
General Support,"5,058,460","5,343,357","5,123,349","220,008","5,363,357","5,343,357","5,343,357","20,000",0
Highways,"11,742,006","9,400,598","9,158,889","241,709","9,400,598","9,400,598","9,400,598",0,o
Street Lighting,"9,879,157","9,610,969","9,850,742","(239,773)","8,620,969","9,610,969","9,610,969","(990,000)",0
Traffic Engineering,"3,121,959","2,985,283","3,497,258","(511,975)","3,015,283","2,985,283","2,985,283","30,000",o
Streets Sanitation,"93,521,244","96,619,540","96,619,540",0,"97,206,378","96,619,540","96,619,540","586,838",0
Witness Fees,"135,024","171,518","171,518",0,"171,518","171,518","171,518",0,0
Zoning Board of Adjustment,"398,026","445,810","446,592",(782),"450,313","445,810","445,810","4,503",0
Zoning Code Commission,0,"500,000","500,000",0,0,"500,000","500,000","(500,000)",0
TOTAL GENERAL FUND,"3,736,657,342","3,935,629,278","3,880,482,462","55,146,816","3,838,719,000","3,935,629,188","3,932,385,890","(93,666,890)","3,243,298"
