0,1,2,3,4,5,6,7,8,9
Finance Employee Benefits,"973,222,933","848,181,344","848,181,344",0,"812,775,344","848,181,344","848,181,344","(35,406,000)",0
Employee Disability,"49,013,731","51,931,806","51,931,806",o,"51,931,806","51,931,806","51,931,806",o,o
FICA,"68,768,267","69,217,716","69,217,716",o,"69,217,716","69,217,716","69,217,716",o,o
Flex Cash Payments,"742,381","1,000,000","1,000,000",o,"1,000,000","1,000,000","1,000,000",o,o
Group Legal,"6,817,785","4,425,000","4,425,000",o,"4,425,000","4,425,000","4,425,000",o,o
Group Life Insurance,"8,071,600","7,600,000","7,600,000",o,"7,600,000","7,600,000","7,600,000",o,o
Health /Medical,"376,995,055","356,777,854","356,777,854",o,"343,777,854","356,777,854","356,777,854","(13,000,000)",o
Pension,"374,586,425","255,764,000","255,764,000",o,"237,858,000","255,764,000","255,764,000","(17,906,000)",o
Pension Obligation Bonds,"84,402,109","94,317,000","94,317,000",o,"94,317,000","94,317,000","94,317,000",0,o
Tool Allowance,"104,900","100,000","100,000",o,"100,000","100,000","100,000",o,o
Unemployment Compensation,"3,720,680","7,047,968","7,047,968",o,"2,547,968","7,047,968","7,047,968","(4,500,000)",o
Anticipated Workforce Savings,o,o,o,,o,o,0,o,o
Finance PGW Rental Reimbursement,"18,000,000","18,000,000","18,000,000",0,"18,000,000","18,000,000","18,000,000",o,0
Fire,"189,064,395","190,534,391","190,534,391",o,"188,656,391","190,534,391","190,534,391","(1,878,000)",0
First Judicial District,"116,308,873","106,695,272","106,695,272",0,"99,096,983","106,695,272","106,695,272","(7,598,289)",o
Common Pleas Court,"79,049,421","72,672,565","72,672,565",o,"67,616,450","72,672,565","72,672,565","(5,056,115)",o
Municipal Court,"8,425,663","8,260,413","8,260,413",o,"7,150,328","8,260,413","8,260,413","(1,110,085)",o
Office of the Exec. Administrator,"23,325,464","20,502,626","20,502,626",o,"19,561,040","20,502,626","20,502,626","(941,586)",o
Traffic Court,"5,508,325","5,259,668","5,259,668",o,"4,769,165","5,259,668","5,259,668","(490,503)",o
Fleet Management,"48,140,057","45,383,299","45,383,299",0,"47,703,299","45,383,299","45,383,299","2,320,000",o
Fleet Management Vehicle Purchases,"6,395,095","2,750,926","2,750,926",o,"4,550,926","2,750,926","2,750,926","1,800,000",0
Free Library,"37,370,480","32,968,362","32,968,362",0,"32,968,362","32,968,362","32,968,362",0,o
Historical Commission,"376,759","413,120","413,120",0,"413,120","413,120","413,120",0,0
Hero Award,"35,000","25,000","25,000",o,"25,000","25,000","25,000",0,0
Human Relations Commission,"2,075,802","2,151,991","2,151,991",0,"2,083,868","2,151,991","2,151,991","(68,123)",0
Human Services,"599,818,672","563,505,473","563,505,473",0,"590,878,063","563,505,473","563,505,473","27,372,590",o
Administration & Management,"14,507,960","14,486,714","14,486,714",o,"15,709,860","14,486,714","14,486,714","1,223,146",o
Contract Admin. & Program Evaluation,"3,083,628","5,430,234","5,430,234",o,"5,430,234","5,430,234","5,430,234",o,o
Juvenile Justice Services,"140,784,937","133,207,590","133,207,590",o,"139,466,253","133,207,590","133,207,590","6,258,663",o
Children & Youth (Child Welfare),"342,796,056","329,714,905","329,714,905",0,"338,698,844","329,714,905","329,714,905","8,983,939",0
Community Based Prevention Services,"98,646,091","80,666,030","80,666,030",0,"91,572,872","80,666,030","80,666,030","10,906,842",0
