0,1,2,3,4,5,6,7,8,9
Police,"528,853,734","370,119,253","379,111,520","(8,992,267)","538,403,280","527,635,215","530,035,214","8,368,066","(2,399,999)"
Prisons,"233,814,188","198,585,387","188,135,714","10,449,673","234,139,870","233,139,870","233,139,870","1,000,000",0
Procurement,"4,397,299","3,024,866","2,843,067","181,799","4,238,574","4,151,574","4,151,574","87,000",0
Public Health,"111,098,894","97,111,805","96,545,896","565,909","113,962,348","113,724,556","113,724,556","237,792",0
Ambulatory Health Services,"47,575,939","36,846,528","36,966,564","(120,036)","45,585,395","44,660,603","44,660,603","924,792",o
"Early Childhood, Youth & Women's Health","1,408,376","1,200,895","849,602","351,293","1,694,245","1,694,245","1,694,245",o,o
Phila. Nursing Home,"36,684,477","38,169,271","37,988,813","180,458","40,477,775","40,377,775","40,377,775","100,000",o
Environmental Protection Services,"8,764,792","4,625,426","7,953,919","(3,328,493)","9,125,520","6,272,520","6,272,520","2,853,000",o
Administration and Support Svcs,"7,545,382","9,258,457","5,073,676","4,184,781","7,461,292","11,186,792","11,186,792","(3,725,500)",o
Medical Examiner's Office,"3,986,979","3,154,070","3,162,509","(8,439)","4,124,030","4,124,030","4,124,030",o,o
Infectious Disease Control,"5,132,949","3,857,158","4,550,813","(693,655)","5,494,091","5,408,591","5,408,591","85,500",o
Public Property,"51,545,939","31,935,310","31,209,984","725,326","51,027,711","53,227,711","53,227,711","(2,200,000)",0
Public Property SEPTA Subsidy,"64,164,000","49,408,500","65,878,000","(16,469,500)","65,878,000","65,878,000","65,878,000",0,0
Public Property Space Rentals,"15,039,531","15,421,472","15,038,108","383,364","15,083,108","15,083,108","15,421,472","(338,364)","(338,364)"
Public Property Utilities,"32,537,690","32,890,000","32,885,580","4,420","32,890,000","32,890,000","32,890,000",0,0
Records,"5,194,997","3,160,938","2,837,367","323,571","4,009,212","4,009,212","4,009,212",0,0
Refunds,781,"94,125",24,"94,101","250,000","125,500","125,500","124,500",0
Register of Wills,"3,208,695","2,441,058","2,316,884","124,174","3,399,278","3,399,278","3,399,278",0,0
Revenue,"16,399,279","11,019,076","10,382,417","636,659","15,049,812","15,049,812","15,538,009","(488,197)","(488,197)"
Sheriff,"15,261,499","9,660,566","10,200,540","(539,974)","13,088,657","13,088,657","14,288,657","(1,200,000)","(1,200,000)"
Sinking Fund (Debt Service),"185,464,327","179,711,796","179,711,796",0,"211,035,690","211,035,690","211,035,690",0,0
Streets,"38,117,652","18,540,644","18,666,888","(126,244)","25,157,311","25,157,311","36,162,311","(11,005,000)","(11,005,000)"
Engineering Design & Surveying,"5,034,316","3,739,102","3,491,815","247,287","5,005,996","5,005,996","5,005,996",0,0
General Support,"4,432,047","2,291,082","2,185,953","105,129","3,040,160","3,040,160","3,040,160",o,o
Highways,"22,699,160","7,790,546","8,353,366","(562,820)","11,191,498","11,191,498","21,491,498","(10,300,000)","(10,300,000)"
Street Lighting,"2,326,339","1,951,747","1,987,601","(35,854)","2,327,329","2,327,329","2,327,329",o,o
Traffic Engineering,"3,625,790","2,768,167","2,648,153","120,014","3,592,328","3,592,328","4,297,328","(705,000)","(705,000)"
Streets Sanitation,"92,238,646","77,878,532","75,650,507","2,228,025","88,033,157","89,533,157","89,533,157","(1,500,000)",0
Witness Fees,"104,142","128,639","112,722","15,917","171,518","171,518","171,518",0,0
Youth Commission,"85,281","70,425","48,899","21,526","100,000","96,000","96,000","4,000",0
Zoning Board of Adjustment,"310,775","262,216","225,504","36,712","377,871","362,756","362,756","15,115",0
Zoning Code Commission,"467,542","428,369","406,485","21,884","500,000","480,000","480,000","20,000",o
TOTAL GENERAL FUND,"3,653,725,713","3,095,218,110","3,104,780,181","(9,562,071)","3,853,096,000","3,788,081,114","3,834,049,587","19,046,413","(45,968,473)"
