0,1,2,3,4,5,6,7,8,9
Traffic Court,"5,062,676","5,795,592","5,124,887","670,705","5,795,592","5,795,592","5,795,592",o,o
Fleet Management,"47,088,002","50,031,424","50,566,484","(535,060)","44,583,424","50,031,424","52,587,086","(8,003,662)","(2,555,662)"
Fleet Management Vehicle Purchases,"12,598,757","18,000,000","17,348,572","651,428","16,900,000","18,000,000","18,000,000","(1,100,000)",0
Free Library,"39,190,684","40,648,065","40,648,065",0,"41,531,065","40,648,065","40,648,065","883,000",0
Historical Commission,"314,628","407,620","407,620",0,"325,868","407,620","407,620","(81,752)",0
Hero Award,"26,000","25,000","25,000",0,"25,000","25,000","25,000",0,0
Human Relations Commission,"2,174,703","2,186,091","2,170,452","15,639","2,186,091","2,186,091","2,186,091",0,0
Human Services,"590,369,117","615,647,934","611,703,696","3,944,238","607,647,934","615,647,934","615,647,934","(8,000,000)",0
Administration & Management,"13,040,567","15,321,966","15,179,605","142,361","14,225,138","15,321,966","15,321,966","(1,096,828)",o
Contract Admin. & Program Evaluation,"2,702,123","3,080,122","2,952,213","127,909","3,091,402","3,080,122","2,937,781","153,621","142,341"
Juvenile Justice Services,"118,997,054","121,791,452","121,460,592","330,860","108,137,575","121,791,452","122,312,497","(14,174,922)","(521,045)"
Children & Youth (Child Welfare),"338,229,861","361,305,236","357,390,013","3,915,223","336,884,570","361,305,236","361,305,236","(24,420,666)",o
Community Based Prevention Services,"117,399,512","114,149,158","114,721,273","(572,115)","145,309,249","114,149,158","113,770,454","31,538,795","378,704"
