0,1,2,3,4,5,6,7,8,9
Environmental Protection Services,"8,764,792","3,206,300","6,058,384","(2,852,084)","9,125,520","6,272,520","6,272,520","2,853,000",o
Administration and Support Svcs,"7,545,382","7,713,927","3,520,567","4,193,360","7,461,292","11,186,792","11,186,792","(3,725,500)",o
Medical Examiner's Office,"3,986,979","2,366,907","2,422,191","(55,284)","4,124,030","4,124,030","4,124,030",o,o
Infectious Disease Control,"5,132,949","2,756,622","3,519,349","(762,727)","5,494,091","5,408,591","5,408,591","85,500",o
Public Property,"51,545,939","28,896,458","27,158,946","1,737,512","51,027,711","53,227,711","53,227,711","(2,200,000)",0
Public Property SEPTA Subsidy,"64,164,000","32,939,000","32,164,000","775,000","65,878,000","65,878,000","65,878,000",0,0
Public Property Space Rentais,"15,039,531","15,421,472","15,046,911","374,561","15,083,108","15,083,108","15,421,472","(338,364)","(338,364)"
Public Property Utilities,"32,537,690","32,890,000","32,885,393","4,607","32,890,000","32,890,000","32,890,000",0,0
Records,"5,194,997","2,413,952","2,183,572","230,380","4,009,212","4,009,212","4,009,212",0,0
Refunds,781,"119,000",22,"118,978","250,000","238,000","127,500","122,500","110,500"
Register of Wills,"3,208,695","1,649,742","1,586,340","63,402","3,399,278","3,399,278","3,399,278",0,0
Revenue,"16,399,279","7,622,696","7,319,397","303,299","15,049,812","15,049,812","15,538,009","(488,197)","(488,197)"
Sheriff,"15,261,499","6,727,571","7,028,086","(300,515)","13,088,657","13,088,657","14,288,657","(1,200,000)","(1,200,000)"
Sinking Fund (Debt Service),"185,464,327","107,047,918","107,047,918",0,"211,035,690","211,035,690","211,035,690",0,0
Streets,"38,117,652","12,760,554","11,681,055","1,079,499","25,157,311","25,157,311","34,562,311","(9,405,000)","(9,405,000)"
Engineering Design & Surveying,"5,034,316","2,362,310","2,127,635","234,675","5,005,996","5,005,996","5,005,996",0,0
General Support,"4,432,047","1,524,642","1,425,270","99,372","3,040,160","3,040,160","3,040,160",o,o
Highways,"22,699,160","5,258,574","4,592,492","666,082","11,191,498","11,191,498","19,891,498","(8,700,000)","(8,700,000)"
Street Lighting,"2,326,339","1,559,678","1,593,296","(33,618)","2,327,329","2,327,329","2,327,329",o,o
Traffic Engineering,"3,625,790","2,055,350","1,942,362","112,988","3,592,328","3,592,328","4,297,328","(705,000)","(705,000)"
Streets Sanitation,"92,238,646","65,995,290","62,710,924","3,284,366","88,033,157","89,533,157","89,533,157","(1,500,000)",0
Witness Fees,"104,142","85,759","89,050","(3,291)","171,518","171,518","171,518",0,0
Youth Commission,"85,281","48,000","34,993","13,007","100,000","96,000","96,000","4,000",0
Zoning Board of Adjustment,"310,775","177,873","159,002","18,871","377,871","362,756","362,756","15,115",0
Zoning Code Commission,"467,542","386,157","369,002","17,155","500,000","480,000","480,000","20,000",0
TOTAL GENERAL FUND,"3,653,725,713","2,089,517,560","2,033,781,717","55,735,843","3,853,096,000","3,788,081,114","3,830,449,587","22,646,413","(42,368,473)"
