0,1,2,3,4,5,6,7,8,9
Group Legal,"6,817,785","1,994,757","1,994,757",o,"4,425,000","4,425,000","4,425,000",o,o
Group Life Insurance,"8,071,600","4,195,184","4,195,184",o,"7,600,000","7,600,000","7,600,000",0,o
Health / Medical,"376,995,055","179,770,797","179,770,797",o,"343,777,854","360,777,854","360,777,854","(17,000,000)",o
Pension,"374,586,425","44,954,728","44,954,728",o,"237,858,000","255,764,000","255,764,000","(17,906,000)",o
Pension Obligation Bonds,"84,402,109","17,282,419","17,282,419",o,"94,317,000","94,317,000","94,317,000",o,o
Tool Allowance,"104,900","94,600","94,600",o,"100,000","100,000","100,000",o,o
Unemployment Compensation,"3,720,680","3,547,042","3,547,042",o,"2,547,968","7,047,968","7,047,968","(4,500,000)",o
Anticipated Workforce Savings,o,o,o,,o,"(17,000,000)","(17,000,000)","17,000,000",o
Finance PGW Rental Reimbursement,"18,000,000",o,o,o,"18,000,000","18,000,000","18,000,000",o,o
Fire,"189,064,395","88,475,896","90,057,523","(1,581,627)","188,656,391","190,534,391","190,534,391","(1,878,000)",o
First Judicial District,"116,308,873","44,445,070","52,678,324","(8,233,254)","99,096,983","106,695,272","106,695,272","(7,598,289)",0
Common Pleas Court,"79,049,421","29,339,545","35,505,847","(6,166,302)","67,616,450","72,414,739","72,414,739","(4,798,289)",o
Municipal Court,"8,425,663","3,382,452","3,884,531","(502,079)","7,150,328","8,050,328","8,050,328","(900,000)",o
Office of the Exec. Administrator,"23,325,464","9,455,960","10,910,223","(1,454,263)","19,561,040","20,861,040","20,861,040","(1,300,000)",o
Traffic Court,"5,508,325","2,267,113","2,377,723","(110,610)","4,769,165","5,369,165","5,369,165","(600,000)",o
Fleet Management,"48,140,057","23,847,288","24,090,680","(243,392)","47,703,299","45,383,299","45,383,299","2,320,000",o
Fleet Management Vehicle Purchases,"6,395,095","1,720,743","1,986,821","(266,078)","4,550,926","2,750,926","2,750,926","1,800,000",o
Free Library,"37,370,480","16,247,832","15,234,037","1,013,795","32,968,362","32,968,362","32,968,362",o,o
Historical Commission,"376,759","198,067","193,945","4,122","413,120","413,120","413,120",o,o
Hero Award,"35,000","42,500","42,500",o,"25,000","42,500","42,500","(17,500)",o
Human Relations Commission,"2,075,802","1,013,698","981,435","32,263","2,083,868","2,151,991","2,151,991","(68,123)",o
Human Services,"599,818,672","479,308,483","480,555,056","(1,246,573)","590,878,063","590,878,063","590,878,063",o,0
Administration & Management,"14,507,960","8,504,490","8,398,546","105,944","15,709,860","15,709,860","15,709,860",o,o
Contract Admin. & Program Evaluation,"3,083,628","2,552,939","2,434,406","118,533","5,430,234","5,430,234","5,430,234",o,o
Juvenile Justice Services,"140,784,937","121,761,481","124,022,343","(2,260,862)","139,466,253","139,466,253","139,466,253",o,o
Children & Youth (Child Welfare),"342,796,056","272,013,083","271,174,018","839,065","338,698,844","338,698,844","338,698,844",o,o
Community Based Prevention Services,"98,646,091","74,476,490","74,525,743","(49,253)","91,572,872","91,572,872","91,572,872",o,o
