0,1,2,3,4,5,6,7,8,9
Chronic Disease Control,"492,202","1,500,722","1,030,095","470,627","1,963,326","2,055,916","2,055,916","(92,590)",0
Public Property,"53,167,614","24,676,742","25,643,318","(966,576)","65,028,173","64,790,050","55,835,050","9,193,123","8,955,000"
Public Property SEPTA Subsidy,"66,360,000","32,592,000","32,592,000",0,"66,360,000","66,360,000","66,360,000",0,
Public Property Space Rentals,"16,795,777","17,267,661","17,267,661",0,"17,267,661","17,267,661","18,267,661","(1,000,000)","(1,000,000)"
Public Property Utilities,"31,157,967","31,388,101","31,686,030","(297,929)","32,015,165","32,015,165","32,015,165",0,
Records,"3,840,761","2,246,098","2,313,921","(67,823)","4,009,212","4,022,041","4,022,041","(12,829)",
Refunds,382,36,36,0,"250,000","250,000","250,000",0,
Register of Wills,"3,311,831","1,475,979","1,565,203","(89,224)","3,331,292","3,332,829","3,332,829","(1,537)",
Revenue,"18,821,178","9,223,951","8,962,225","261,726","19,337,750","19,396,778","19,396,778","(59,028)",
Sheriff,"15,445,690","6,821,201","7,401,873","(580,672)","14,088,657","14,097,046","15,597,046","(1,508,389)","(1,500,000)"
Sinking Fund (Debt Service),"201,045,528","124,254,339","124,254,339",0,"222,473,567","222,473,567","215,473,567","7,000,000","7,000,000"
Streets,"24,063,025","12,079,070","12,079,070",0,"27,248,278","30,148,769","30,148,769","(2,900,491)",
Engineering Design & Surveying,"4,812,522","2,984,865","2,588,360","396,505","6,252,139","6,252,139","6,252,139",0,
General Support,"2,849,391","2,570,845","2,351,799","219,046","4,150,175","5,050,666","5,050,666","(900,491)",
Highways,"10,529,277","4,925,694","4,138,432","787,262","11,130,911","13,130,911","13,130,911","(2,000,000)",
Street Lighting,"2,714,823","1,411,406","1,021,052","390,354","2,115,980","2,115,980","2,115,980",o,
Traffic Engineering,"3,157,012","2,374,706","1,979,427","395,279","3,599,073","3,599,073","3,599,073",o,
Streets Sanitation,"91,814,084","62,062,915","60,168,147","1,894,768","84,569,823","84,148,823","84,148,823","421,000",
Witness Fees,"140,479","73,836","73,836",0,"171,518","171,518","171,518",0,
Youth Commission,"41,737","25,595","23,764","1,831","94,080","93,139","93,139",941,
Zoning Board of Adjustment,"366,353","169,275","164,885","4,390","355,501","356,923","356,923","(1,422)",
Zoning Code Commission,"216,237",0,0,0,0,0,0,0,
Provision for DC #33 Contract,,,,,0,0,"11,633,384","(11,633,384)","(11,633,384)"
TOTAL GENERAL FUND,"3,484,874,625","1,741,496,586","1,722,586,462","18,910,124","3,603,867,000","3,621,211,991","3,668,734,043","(64,867,043)","(47,522,052)"
