0,1,2,3,4,5,6,7,8,9
Pension-Plan 10,"867,102","473,164","473,164",0,"450,000","450,000","450,000",0,0
FICA,"81,513,022","42,217,833","42,217,833",0,"87,771,546","87,771,546","89,305,363","(1,533,817)","(1,533,817)"
Flex Cash Payments,"567,761",0,0,0,"1,000,000","1,000,000","3,623,295","(2,623,295)","(2,623,295)"
Health/Medical,"440,010,762","247,756,129","247,756,129",0,"476,762,684","476,762,684","510,516,124","(33,753,440)","(33,753,440)"
Group Life Insurance,"4,812,435","2,008,269","2,008,269",0,"8,850,000","8,850,000","8,850,000",0,0
Group Legal,"6,501,573","3,242,772","3,242,772",0,"5,535,000","5,535,000","5,535,000",0,0
Tool Allowance,"179,550","24,375","24,375",0,"150,000","150,000","150,000",0,0
Finance-Hero Scholarship Awards,0,"54,000","54,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,"(5,535,036)","29,388,090","29,388,090",0,"49,246,000","49,246,000","49,246,000",0,0
Finance-Refunds,"14,153","1,288","1,288",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"252,578,558","127,976,601","127,976,601",0,"255,953,201","255,953,201","255,953,201",0,0
Finance-Witness Fees,"31,007","112,824","112,824",0,"171,518","171,518","171,518",0,0
Fire,"344,502,428","148,078,080","148,078,080",0,"361,066,229","358,512,026","373,167,463","(12,101,234)","(14,655,437)"
First Judicial District,"114,312,315","53,639,776","53,639,776",0,"116,199,029","117,199,029","118,825,285","(2,626,256)","(1,626,256)"
Fleet Services,"41,916,725","23,044,851","23,044,851",0,"45,346,718","46,346,718","47,236,065","(1,889,347)","(889,347)"
Fleet Services - Vehicle Purchases,"13,352,566","8,635,614","8,635,614",0,"9,745,852","9,745,852","9,745,852",0,0
Free Library,"40,116,664","21,634,080","21,634,080",0,"42,786,864","42,975,342","45,326,677","(2,539,813)","(2,351,335)"
Human Relations Commission,"2,285,473","1,129,534","1,129,534",0,"2,387,728","2,387,728","2,526,595","(138,867)","(138,867)"
Human Services,"154,211,458","137,573,226","137,573,226",0,"178,273,808","179,812,558","181,234,022","(2,960,214)","(1,421,464)"
Labor,"2,377,751","1,268,810","1,268,810",0,"3,313,659","3,214,659","3,258,494","55,165","(43,835)"
Law,"16,219,764","11,106,404","11,106,404",0,"18,947,270","19,047,482","19,259,000","(311,730)","(211,518)"
Licenses & Inspections,"37,334,864","19,854,245","19,854,245",0,"38,934,445","38,684,445","41,049,086","(2,114,641)","(2,364,641)"
L&I-Board of Building Standards,"85,061","43,297","43,297",0,"82,018","79,557","82,151",(133),"(2,594)"
L&I-Board of L & I Review,"129,012","72,842","72,842",0,"176,071","176,071","181,598","(5,527)","(5,527)"
