0,1,2,3,4,5,6,7,8,9
Office of Property Assessment,"12,570,273","5,390,163","5,390,163",0,"13,285,146","13,285,146","13,285,146",0,0
Office of Supportive Housing,"45,178,263","34,353,230","34,353,230",0,"45,544,382","45,564,323","45,721,917","(177,535)","(157,594)"
Office of Sustainability,0,"304,862","304,862",0,"835,327","835,327","835,327",,
Parks and Recreation,"56,719,070","34,128,141","34,128,141",0,"57,874,883","58,205,968","58,205,968","(331,085)",0
Police,"632,692,801","315,021,913","315,021,913",0,"643,009,937","652,380,424","652,380,424","(9,370,487)",0
Prisons,"246,159,162","152,243,909","152,243,909",0,"253,791,576","252,413,576","252,413,576","1,378,000",0
Procurement,"4,857,830","2,744,885","2,744,885",0,"4,837,672","4,837,672","4,837,672",0,0
Public Health,"113,479,766","81,647,929","81,647,929",0,"116,292,446","116,292,446","122,031,824","(5,739,378)","(5,739,378)"
Ambulatory Health Services,"49,471,071","29,335,442","29,335,442",0,"48,304,448","48,304,448","48,304,448",0,0
"Early Childhood, Youth & Women's Health","1,760,954","349,859","349,859",0,"558,082","558,082","558,082",0,0
Phila. Nursing Home,"36,384,405","36,455,258","36,455,258",0,"39,006,773","39,006,773","44,746,151","(5,739,378)","(5,739,378)"
Environmental Protection Services,"5,851,633","3,563,547","3,563,547",0,"8,154,642","8,154,642","8,154,642",0,0
Administration and Support Svcs,"7,830,201","4,258,941","4,258,941",0,"7,550,598","7,550,598","7,550,598",0,0
Medical Examiner's Office,"4,312,063","2,768,504","2,768,504",0,"4,368,921","4,368,921","4,368,921",0,0
Infectious Disease Control,"5,702,133","3,435,412","3,435,412",0,"5,948,214","5,948,214","5,948,214",0,0
Chronic Disease Control,"2,167,306","1,480,966","1,480,966",0,"2,400,768","2,400,768","2,400,768",0,0
Public Property,"67,593,515","5,755,335","5,755,335",0,"59,893,332","60,702,501","60,702,501","(809,169)",0
Public Property-SEPTA Subsidy,"70,415,000","37,107,500","37,107,500",0,"74,215,000","74,215,000","74,215,000",0,0
Public Property-Space Rentals,"19,871,298","45,735,977","45,735,977",0,"20,624,429","20,624,429","20,624,429",0,0
Public Property-Utilities,"31,355,461","32,896,709","32,896,709",0,"33,092,334","33,092,334","33,092,334",0,0
Records,"4,495,535","2,799,875","2,799,875",0,"4,822,825","4,822,825","4,822,825",0,0
Register of Wills,"3,608,407","1,584,154","1,684,154","(100,000)","3,522,195","3,522,195","3,772,195","(250,000)","(250,000)"
Revenue,"23,022,718","13,316,692","13,316,692",0,"25,771,489","26,179,489","26,179,489","(408,000)",0
Sheriff,"22,187,839","11,775,356","11,775,356",0,"19,203,247","19,203,247","19,203,247",0,0
Sinking Fund Commission (Debt Service),"238,388,830","157,556,637","157,556,637",0,"245,945,126","245,945,126","245,945,126",0,0
Streets-Sanitation,"107,128,376","68,465,049","68,465,049",0,"92,288,259","93,702,331","93,702,331","(1,414,072)",0
Streets-Transportation,"37,463,661","14,463,174","14,463,174",0,"33,118,461","33,118,461","33.118,461",0,0
Youth Commission,"72,413","47,874","47,874",0,"142,740","142,740","142,740",0,0
TOTAL GENERAL FUND,"3,831,515,337","1,937,232,372","1,939,817,372","(2,585,000)","3,998,103,000","4,021,366,176","4,042,406,826","(44,303,826)","(21,040,650)"
