0,1,2,3,4,5,6,7,8,9
Common Pleas Court,"79,528,338","57,396,598","59,079,415","(1,682,817)","77,942,548","79,342,548","79,342,548","(1,400,000)",0
Municipal Court,"8,004,323","5,959,556","6,047,760","(88,204)","8,292,161","8,292,161","8,292,161",0,0
Office of the Exec. Administrator,"23,738,571","17,490,206","18,500,065","(1,009,859)","22,521,902","22,521,902","22,521,902",0,0
Traffic Court,"5,062,676","3,909,391","3,737,118","172,273","5,795,592","5,795,592","5,795,592",0,0
Fleet Management,"47,088,002","36,096,660","37,551,773","(1,455,113)","44,583,424","50,583,424","50,583,424","(6,000,000)",0
Fleet Management - Vehicle Purchases,"12,598,757","14,998,733","14,603,167","395,566","16,900,000","18,000,000","18,000,000","(1,100,000)",0
Free Library,"39,190,684","30,287,374","29,705,496","581,878","41,531,065","40,648,065","40,648,065","883,000",0
Historical Commission,"314,628","237,849","248,079","(10,230)","325,868","407,620","407,620","(81,752)",0
Hero Award,"26,000","32,000","32,000",0,"25,000","25,000","25,000",0,0
Human Relations Commission,"2,174,703","1,594,326","1,565,837","28,489","2,186,091","2,186,091","2,186,091",0,0
Human Services,"590,369,117","579,315,010","568,685,273","10,629,737","607,647,934","615,647,934","615,647,934","(8,000,000)",0
Administration & Management,"13,040,567","11,388,271","11,010,626","377,645","14,225,138","15,321,966","15,321,966","(1,096,828)",0
Contract Admin. & Program Evaluation,"2,702,123","2,230,013","2,283,488","(53,475)","3,091,402","3,080,122","3,080,122","11,280",0
Juvenile Justice Services,"118,997,054","115,985,203","112,032,182","3,953,021","108,137,575","121,791,452","121,791,452","(13,653,877)",0
Children & Youth (Child Welfare),"338,229,861","338,358,466","327,443,357","10,915,109","336,884,570","361,305,236","361,305,236","(24,420,666)",0
Community Based Prevention Services,"117,399,512","111,353,057","115,915,620","(4,562,563)","145,309,249","114,149,158","114,149,158","31,160,091",0
